机场	起飞/到达	航线名
锡林浩特机场	8:45	锡林浩特到北京
北京首都国际机场	10:05	
锡林浩特机场	8:45	锡林浩特到北京
北京首都国际机场	10:05	
锡林浩特机场	8:45	锡林浩特到北京
北京首都国际机场	10:05	
太原武宿国际机场	8:50	太原到北京
北京首都国际机场	10:15	
揭阳潮汕机场	8:50	揭阳到北京
北京首都国际机场	12:05	
太原武宿国际机场	8:50	太原到北京
北京首都国际机场	10:15	
揭阳潮汕机场	8:50	揭阳到北京
北京首都国际机场	12:05	
揭阳潮汕机场	8:50	揭阳到北京
北京首都国际机场	12:05	
太原武宿国际机场	8:50	太原到北京
北京首都国际机场	10:15	
揭阳潮汕机场	8:50	揭阳到北京
北京首都国际机场	12:05	
揭阳潮汕机场	8:50	揭阳到北京
北京首都国际机场	12:05	
太原武宿国际机场	8:50	太原到北京
北京首都国际机场	10:15	
温州龙湾国际机场	8:50	温州到北京
北京首都国际机场	11:30	
深圳宝安国际机场	8:55	深圳到北京
北京首都国际机场	12:05	
深圳宝安国际机场	8:55	深圳到北京
北京首都国际机场	12:05	
广州白云国际机场	9:00	广州到北京
北京首都国际机场	12:10	
上海浦东国际机场	9:00	上海到北京
北京首都国际机场	11:15	
广州白云国际机场	9:00	广州到北京
北京首都国际机场	12:10	
吕梁机场	9:00	吕梁到北京
北京首都国际机场	10:30	
广州白云国际机场	9:00	广州到北京
北京首都国际机场	12:10	
上海浦东国际机场	9:00	上海到北京
北京首都国际机场	11:15	
乌鲁木齐地窝堡国际机场	9:05	乌鲁木齐到北京
北京首都国际机场	12:40	
乌鲁木齐地窝堡国际机场	9:05	乌鲁木齐到北京
北京首都国际机场	12:40	
南宁吴圩国际机场	9:10	南宁到北京
北京首都国际机场	12:35	
南宁吴圩国际机场	9:10	南宁到北京
北京首都国际机场	12:35	
南宁吴圩国际机场	9:10	南宁到北京
北京首都国际机场	12:35	
杭州萧山国际机场	9:15	杭州到北京
北京首都国际机场	11:30	
拉萨贡嘎国际机场	9:15	拉萨到北京
北京首都国际机场	13:15	
乌鲁木齐地窝堡国际机场	9:15	乌鲁木齐到北京
北京首都国际机场	12:40	
乌鲁木齐地窝堡国际机场	9:15	乌鲁木齐到北京
北京首都国际机场	12:40	
杭州萧山国际机场	9:15	杭州到北京
北京首都国际机场	11:30	
拉萨贡嘎国际机场	9:15	拉萨到北京
北京首都国际机场	13:15	
乌鲁木齐地窝堡国际机场	9:25	乌鲁木齐到北京
北京首都国际机场	13:05	
乌鲁木齐地窝堡国际机场	9:25	乌鲁木齐到北京
北京首都国际机场	13:05	
上海虹桥国际机场	9:30	上海到北京
北京首都国际机场	11:55	
上海虹桥国际机场	9:30	上海到北京
北京首都国际机场	11:55	
佳木斯东郊机场	9:35	佳木斯到北京
北京首都国际机场	12:10	
佳木斯东郊机场	9:35	佳木斯到北京
北京首都国际机场	12:10	
佳木斯东郊机场	9:35	佳木斯到北京
北京首都国际机场	12:10	
银川河东机场	9:40	银川到北京
北京首都国际机场	11:35	
银川河东机场	9:40	银川到北京
北京首都国际机场	11:35	
杭州萧山国际机场	9:45	杭州到北京
北京首都国际机场	12:10	
杭州萧山国际机场	9:45	杭州到北京
北京首都国际机场	12:10	
乌海机场	9:50	乌海到北京
北京首都国际机场	11:40	
乌海机场	9:50	乌海到北京
北京首都国际机场	11:40	
深圳宝安国际机场	9:55	深圳到北京
北京首都国际机场	13:05	
拉萨贡嘎国际机场	9:55	拉萨到北京
北京首都国际机场	13:25	
银川河东机场	9:55	银川到北京
北京首都国际机场	11:50	
银川河东机场	9:55	银川到北京
北京首都国际机场	11:50	
拉萨贡嘎国际机场	9:55	拉萨到北京
北京首都国际机场	13:25	
拉萨贡嘎国际机场	9:55	拉萨到北京
北京首都国际机场	13:25	
深圳宝安国际机场	9:55	深圳到北京
北京首都国际机场	13:05	
拉萨贡嘎国际机场	9:55	拉萨到北京
北京首都国际机场	13:25	
杭州萧山国际机场	10:00	杭州到北京
北京首都国际机场	12:25	
杭州萧山国际机场	10:00	杭州到北京
北京首都国际机场	12:25	
乌兰浩特机场	10:00	乌兰浩特到北京
北京首都国际机场	11:50	
上海虹桥国际机场	10:00	上海到北京
北京首都国际机场	12:25	
上海虹桥国际机场	10:00	上海到北京
北京首都国际机场	12:25	
杭州萧山国际机场	10:00	杭州到北京
北京首都国际机场	12:25	
乌兰浩特机场	10:00	乌兰浩特到北京
北京首都国际机场	11:50	
义乌机场	10:05	义乌到北京
北京首都国际机场	12:20	
义乌机场	10:05	义乌到北京
北京首都国际机场	12:20	
通化三源浦机场	10:10	通化到北京
北京首都国际机场	11:55	
通化三源浦机场	10:10	通化到北京
北京首都国际机场	11:55	
昆明长水国际机场	10:15	昆明到北京
北京首都国际机场	15:45	
昆明长水国际机场	10:15	昆明到北京
北京首都国际机场	15:45	
襄阳刘集机场	10:15	襄阳到北京
北京首都国际机场	12:20	
襄阳刘集机场	10:15	襄阳到北京
北京首都国际机场	12:20	
西昌青山机场	10:30	西昌到北京
北京首都国际机场	13:40	
西宁曹家堡机场	10:30	西宁到北京
北京首都国际机场	12:55	
西宁曹家堡机场	10:30	西宁到北京
北京首都国际机场	12:55	
西昌青山机场	10:30	西昌到北京
北京首都国际机场	13:40	
昆明长水国际机场	10:35	昆明到北京
北京首都国际机场	15:45	
松原查干湖机场	10:40	松原到北京
北京首都国际机场	13:50	
厦门高崎国际机场	10:40	厦门到北京
北京首都国际机场	15:40	
松原查干湖机场	10:40	松原到北京
北京首都国际机场	13:50	
西昌青山机场	10:40	西昌到北京
北京首都国际机场	14:05	
西昌青山机场	10:40	西昌到北京
北京首都国际机场	14:05	
兰州中川机场	10:45	兰州到北京
北京首都国际机场	13:00	
兰州中川机场	10:45	兰州到北京
北京首都国际机场	13:00	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
南昌昌北国际机场	10:50	南昌到北京
北京首都国际机场	13:15	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
南昌昌北国际机场	10:50	南昌到北京
北京首都国际机场	13:15	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
合肥新桥国际机场	10:50	合肥到北京
北京首都国际机场	12:55	
南昌昌北国际机场	10:50	南昌到北京
北京首都国际机场	13:15	
济南遥墙国际机场	10:50	济南到北京
北京首都国际机场	12:05	
长沙黄花国际机场	10:55	长沙到北京
北京首都国际机场	13:25	
太原武宿国际机场	10:55	太原到北京
北京首都国际机场	12:15	
太原武宿国际机场	10:55	太原到北京
北京首都国际机场	12:15	
长沙黄花国际机场	10:55	长沙到北京
北京首都国际机场	13:25	
长沙黄花国际机场	10:55	长沙到北京
北京首都国际机场	13:25	
太原武宿国际机场	10:55	太原到北京
北京首都国际机场	12:15	
西安咸阳国际机场	11:00	西安到北京
北京首都国际机场	13:05	
绵阳南郊机场	11:00	绵阳到北京
北京首都国际机场	13:30	
厦门高崎国际机场	11:00	厦门到北京
北京首都国际机场	13:50	
贵阳龙洞堡国际机场	11:00	贵阳到北京
北京首都国际机场	14:05	
上海虹桥国际机场	11:00	上海到北京
北京首都国际机场	13:20	
太原武宿国际机场	11:00	太原到北京
北京首都国际机场	12:15	
太原武宿国际机场	11:00	太原到北京
北京首都国际机场	12:15	
上海虹桥国际机场	11:00	上海到北京
北京首都国际机场	13:20	
贵阳龙洞堡国际机场	11:00	贵阳到北京
北京首都国际机场	14:05	
厦门高崎国际机场	11:00	厦门到北京
北京首都国际机场	13:50	
贵阳龙洞堡国际机场	11:00	贵阳到北京
北京首都国际机场	14:05	
上海虹桥国际机场	11:00	上海到北京
北京首都国际机场	13:20	
太原武宿国际机场	11:00	太原到北京
北京首都国际机场	12:15	
厦门高崎国际机场	11:00	厦门到北京
北京首都国际机场	13:50	
西安咸阳国际机场	11:00	西安到北京
北京首都国际机场	13:05	
绵阳南郊机场	11:00	绵阳到北京
北京首都国际机场	13:30	
湛江机场	11:05	湛江到北京
北京首都国际机场	14:45	
湛江机场	11:05	湛江到北京
北京首都国际机场	14:55	
银川河东机场	11:05	银川到北京
北京首都国际机场	13:00	
银川河东机场	11:05	银川到北京
北京首都国际机场	13:00	
湛江机场	11:05	湛江到北京
北京首都国际机场	14:45	
湛江机场	11:05	湛江到北京
北京首都国际机场	14:55	
沈阳桃仙国际机场	11:10	沈阳到北京
北京首都国际机场	12:50	
淮安涟水机场	11:10	淮安到北京
北京首都国际机场	13:00	
淮安涟水机场	11:10	淮安到北京
北京首都国际机场	13:00	
沈阳桃仙国际机场	11:10	沈阳到北京
北京首都国际机场	12:50	
烟台蓬莱国际机场	11:15	烟台到北京
北京首都国际机场	12:35	
台州路桥机场	11:15	台州到北京
北京首都国际机场	13:40	
烟台蓬莱国际机场	11:15	烟台到北京
北京首都国际机场	12:35	
烟台蓬莱国际机场	11:15	烟台到北京
北京首都国际机场	12:35	
台州路桥机场	11:15	台州到北京
北京首都国际机场	13:40	
西安咸阳国际机场	11:20	西安到北京
北京首都国际机场	13:15	
大理机场	11:20	大理到北京
北京首都国际机场	14:45	
西安咸阳国际机场	11:20	西安到北京
北京首都国际机场	13:15	
西安咸阳国际机场	11:20	西安到北京
北京首都国际机场	13:15	
大理机场	11:20	大理到北京
北京首都国际机场	14:45	
温州龙湾国际机场	11:25	温州到北京
北京首都国际机场	13:55	
温州龙湾国际机场	11:25	温州到北京
北京首都国际机场	13:55	
芒市德宏机场	11:50	芒市到北京
北京首都国际机场	19:35	
桂林两江国际机场	11:50	桂林到北京
北京首都国际机场	14:40	
银川河东机场	11:50	银川到北京
北京首都国际机场	13:55	
桂林两江国际机场	11:50	桂林到北京
北京首都国际机场	14:40	
银川河东机场	11:50	银川到北京
北京首都国际机场	13:55	
南宁吴圩国际机场	11:55	南宁到北京
北京首都国际机场	15:15	
威海大水泊机场	11:55	威海到北京
北京首都国际机场	13:25	
广州白云国际机场	11:55	广州到北京
北京首都国际机场	14:55	
广州白云国际机场	11:55	广州到北京
北京首都国际机场	14:55	
威海大水泊机场	11:55	威海到北京
北京首都国际机场	13:25	
南宁吴圩国际机场	11:55	南宁到北京
北京首都国际机场	15:15	
威海大水泊机场	11:55	威海到北京
北京首都国际机场	13:25	
福州长乐国际机场	12:00	福州到北京
北京首都国际机场	15:05	
昆明长水国际机场	12:00	昆明到北京
北京首都国际机场	15:15	
上海虹桥国际机场	12:00	上海到北京
北京首都国际机场	14:25	
西安咸阳国际机场	12:00	西安到北京
北京首都国际机场	14:05	
福州长乐国际机场	12:00	福州到北京
北京首都国际机场	15:05	
西安咸阳国际机场	12:00	西安到北京
北京首都国际机场	14:05	
上海虹桥国际机场	12:00	上海到北京
北京首都国际机场	14:25	
昆明长水国际机场	12:00	昆明到北京
北京首都国际机场	15:15	
福州长乐国际机场	12:00	福州到北京
北京首都国际机场	15:05	
珠海金湾机场	12:05	珠海到北京
北京首都国际机场	15:20	
青岛流亭国际机场	12:05	青岛到北京
北京首都国际机场	13:35	
青岛流亭国际机场	12:05	青岛到北京
北京首都国际机场	13:35	
珠海金湾机场	12:05	珠海到北京
北京首都国际机场	15:20	
青岛流亭国际机场	12:05	青岛到北京
北京首都国际机场	13:35	
深圳宝安国际机场	12:10	深圳到北京
北京首都国际机场	15:30	
深圳宝安国际机场	12:10	深圳到北京
北京首都国际机场	15:30	
保山机场	12:10	保山到北京
北京首都国际机场	15:45	
深圳宝安国际机场	12:10	深圳到北京
北京首都国际机场	15:30	
包头东河机场	12:15	包头到北京
北京首都国际机场	13:40	
长治机场	12:15	长治到北京
北京首都国际机场	13:35	
杭州萧山国际机场	12:15	杭州到北京
北京首都国际机场	14:30	
长沙黄花国际机场	12:15	长沙到北京
北京首都国际机场	14:40	
长沙黄花国际机场	12:15	长沙到北京
北京首都国际机场	14:40	
长沙黄花国际机场	12:15	长沙到北京
北京首都国际机场	14:40	
包头东河机场	12:15	包头到北京
北京首都国际机场	13:40	
长治机场	12:15	长治到北京
北京首都国际机场	13:35	
杭州萧山国际机场	12:15	杭州到北京
北京首都国际机场	14:30	
黑河机场	12:20	黑河到北京
北京首都国际机场	16:30	
黑河机场	12:20	黑河到北京
北京首都国际机场	16:30	
哈密机场	12:20	哈密到北京
北京首都国际机场	15:20	
重庆江北国际机场	12:25	重庆到北京
北京首都国际机场	14:50	
厦门高崎国际机场	12:25	厦门到北京
北京首都国际机场	15:20	
重庆江北国际机场	12:25	重庆到北京
北京首都国际机场	14:50	
厦门高崎国际机场	12:25	厦门到北京
北京首都国际机场	15:20	
重庆江北国际机场	12:25	重庆到北京
北京首都国际机场	14:50	
厦门高崎国际机场	12:25	厦门到北京
北京首都国际机场	15:20	
惠州平潭机场	12:35	惠州到北京
北京首都国际机场	16:25	
杭州萧山国际机场	12:35	杭州到北京
北京首都国际机场	14:55	
昆明长水国际机场	12:40	昆明到北京
北京首都国际机场	17:45	
库尔勒机场	12:40	库尔勒到北京
北京首都国际机场	16:35	
朝阳机场	12:40	朝阳到北京
北京首都国际机场	13:50	
广元盘龙机场	12:40	广元到北京
北京首都国际机场	14:50	
丽江三义机场	12:40	丽江到北京
北京首都国际机场	16:20	
武汉天河国际机场	12:40	武汉到北京
北京首都国际机场	14:40	
库尔勒机场	12:40	库尔勒到北京
北京首都国际机场	16:35	
昭通机场	12:40	昭通到北京
北京首都国际机场	15:45	
库尔勒机场	12:40	库尔勒到北京
北京首都国际机场	16:35	
朝阳机场	12:40	朝阳到北京
北京首都国际机场	13:50	
广元盘龙机场	12:40	广元到北京
北京首都国际机场	14:50	
丽江三义机场	12:40	丽江到北京
北京首都国际机场	16:20	
武汉天河国际机场	12:40	武汉到北京
北京首都国际机场	14:40	
重庆江北国际机场	12:45	重庆到北京
北京首都国际机场	16:45	
重庆江北国际机场	12:45	重庆到北京
北京首都国际机场	16:45	
上海浦东国际机场	12:45	上海到北京
北京首都国际机场	15:10	
六盘水月照机场	12:50	六盘水到北京
北京首都国际机场	15:40	
六盘水月照机场	12:50	六盘水到北京
北京首都国际机场	15:40	
昆明长水国际机场	12:55	昆明到北京
北京首都国际机场	18:20	
三亚凤凰国际机场	12:55	三亚到北京
北京首都国际机场	16:55	
三亚凤凰国际机场	12:55	三亚到北京
北京首都国际机场	17:00	
三亚凤凰国际机场	12:55	三亚到北京
北京首都国际机场	16:55	
三亚凤凰国际机场	12:55	三亚到北京
北京首都国际机场	17:00	
海口美兰国际机场	13:00	海口到北京
北京首都国际机场	16:55	
成都双流国际机场	13:00	成都到北京
北京首都国际机场	15:45	
广州白云国际机场	13:00	广州到北京
北京首都国际机场	16:15	
上海虹桥国际机场	13:00	上海到北京
北京首都国际机场	15:10	
青岛流亭国际机场	13:00	青岛到北京
北京首都国际机场	14:45	
上海虹桥国际机场	13:00	上海到北京
北京首都国际机场	15:10	
温州龙湾国际机场	13:00	温州到北京
北京首都国际机场	15:30	
青岛流亭国际机场	13:00	青岛到北京
北京首都国际机场	14:45	
海口美兰国际机场	13:00	海口到北京
北京首都国际机场	16:55	
成都双流国际机场	13:00	成都到北京
北京首都国际机场	15:45	
昆明长水国际机场	13:05	昆明到北京
北京首都国际机场	18:20	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
柳州白莲机场	13:05	柳州到北京
北京首都国际机场	16:05	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
成都双流国际机场	13:00	成都到北京
北京首都国际机场	15:45	
昆明长水国际机场	13:05	昆明到北京
北京首都国际机场	18:20	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
柳州白莲机场	13:05	柳州到北京
北京首都国际机场	16:05	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
重庆江北国际机场	13:05	重庆到北京
北京首都国际机场	15:50	
柳州白莲机场	13:05	柳州到北京
北京首都国际机场	16:05	
西昌青山机场	13:10	西昌到北京
北京首都国际机场	18:15	
西昌青山机场	13:10	西昌到北京
北京首都国际机场	18:15	
西昌青山机场	13:10	西昌到北京
北京首都国际机场	18:15	
烟台蓬莱国际机场	13:10	烟台到北京
北京首都国际机场	14:30	
烟台蓬莱国际机场	13:10	烟台到北京
北京首都国际机场	14:30	
青岛流亭国际机场	13:15	青岛到北京
北京首都国际机场	14:45	
青岛流亭国际机场	13:15	青岛到北京
北京首都国际机场	14:45	
重庆江北国际机场	13:20	重庆到北京
北京首都国际机场	15:50	
重庆江北国际机场	13:20	重庆到北京
北京首都国际机场	15:50	
重庆江北国际机场	13:20	重庆到北京
北京首都国际机场	15:50	
恩施许家坪机场	13:30	恩施到北京
北京首都国际机场	17:45	
成都双流国际机场	13:30	成都到北京
北京首都国际机场	16:15	
大连周水子国际机场	13:30	大连到北京
北京首都国际机场	14:50	
桂林两江国际机场	13:35	桂林到北京
北京首都国际机场	18:15	
桂林两江国际机场	13:35	桂林到北京
北京首都国际机场	18:15	
加格达奇机场	13:40	加格达奇到北京
北京首都国际机场	17:50	
合肥新桥国际机场	13:40	合肥到北京
北京首都国际机场	15:40	
合肥新桥国际机场	13:40	合肥到北京
北京首都国际机场	15:40	
泸州云龙机场	13:45	泸州到北京
北京首都国际机场	18:25	
玉树巴塘机场	13:50	玉树到北京
北京首都国际机场	20:20	
南京禄口国际机场	13:55	南京到北京
北京首都国际机场	15:55	
南京禄口国际机场	13:55	南京到北京
北京首都国际机场	16:05	
南京禄口国际机场	13:55	南京到北京
北京首都国际机场	15:55	
南京禄口国际机场	13:55	南京到北京
北京首都国际机场	16:05	
重庆江北国际机场	14:00	重庆到北京
北京首都国际机场	16:35	
上海虹桥国际机场	14:00	上海到北京
北京首都国际机场	16:20	
上海虹桥国际机场	14:00	上海到北京
北京首都国际机场	16:20	
重庆江北国际机场	14:00	重庆到北京
北京首都国际机场	16:35	
重庆江北国际机场	14:00	重庆到北京
北京首都国际机场	16:35	
深圳宝安国际机场	14:10	深圳到北京
北京首都国际机场	19:20	
桂林两江国际机场	14:10	桂林到北京
北京首都国际机场	17:10	
桂林两江国际机场	14:10	桂林到北京
北京首都国际机场	17:10	
伊宁市伊宁机场	14:15	伊宁市到北京
北京首都国际机场	20:15	
重庆江北国际机场	14:00	重庆到北京
北京首都国际机场	16:35	
重庆江北国际机场	14:00	重庆到北京
北京首都国际机场	16:35	
深圳宝安国际机场	14:10	深圳到北京
北京首都国际机场	19:20	
桂林两江国际机场	14:10	桂林到北京
北京首都国际机场	17:10	
桂林两江国际机场	14:10	桂林到北京
北京首都国际机场	17:10	
伊宁市伊宁机场	14:15	伊宁市到北京
北京首都国际机场	20:15	
伊宁市伊宁机场	14:15	伊宁市到北京
北京首都国际机场	20:15	
大连周水子国际机场	14:15	大连到北京
北京首都国际机场	15:35	
大连周水子国际机场	14:15	大连到北京
北京首都国际机场	15:35	
大连周水子国际机场	14:15	大连到北京
北京首都国际机场	15:35	
大连周水子国际机场	14:15	大连到北京
北京首都国际机场	15:35	
哈尔滨太平国际机场	14:20	哈尔滨到北京
北京首都国际机场	16:30	
哈尔滨太平国际机场	14:20	哈尔滨到北京
北京首都国际机场	16:30	
杭州萧山国际机场	14:30	杭州到北京
北京首都国际机场	16:50	
武汉天河国际机场	14:30	武汉到北京
北京首都国际机场	16:30	
杭州萧山国际机场	14:30	杭州到北京
北京首都国际机场	16:50	
武汉天河国际机场	14:30	武汉到北京
北京首都国际机场	16:30	
哈尔滨太平国际机场	14:35	哈尔滨到北京
北京首都国际机场	16:45	
哈尔滨太平国际机场	14:35	哈尔滨到北京
北京首都国际机场	16:45	
哈尔滨太平国际机场	14:35	哈尔滨到北京
北京首都国际机场	16:45	
哈尔滨太平国际机场	14:35	哈尔滨到北京
北京首都国际机场	16:45	
珠海金湾机场	14:40	珠海到北京
北京首都国际机场	18:00	
盐城南洋机场	14:40	盐城到北京
北京首都国际机场	16:25	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	16:55	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	17:05	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	16:55	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	17:05	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	16:55	
长沙黄花国际机场	14:40	长沙到北京
北京首都国际机场	17:05	
珠海金湾机场	14:40	珠海到北京
北京首都国际机场	18:00	
盐城南洋机场	14:40	盐城到北京
北京首都国际机场	16:25	
重庆江北国际机场	14:45	重庆到北京
北京首都国际机场	17:15	
运城关公机场	14:45	运城到北京
北京首都国际机场	16:25	
重庆江北国际机场	14:45	重庆到北京
北京首都国际机场	17:15	
重庆江北国际机场	14:45	重庆到北京
北京首都国际机场	17:15	
运城关公机场	14:45	运城到北京
北京首都国际机场	16:25	
北海福成机场	14:50	北海到北京
北京首都国际机场	19:50	
乌鲁木齐地窝堡国际机场	14:50	乌鲁木齐到北京
北京首都国际机场	18:35	
乌鲁木齐地窝堡国际机场	14:50	乌鲁木齐到北京
北京首都国际机场	18:35	
乌鲁木齐地窝堡国际机场	14:50	乌鲁木齐到北京
北京首都国际机场	18:35	
哈尔滨太平国际机场	14:55	哈尔滨到北京
北京首都国际机场	17:05	
深圳宝安国际机场	14:55	深圳到北京
北京首都国际机场	18:15	
深圳宝安国际机场	14:55	深圳到北京
北京首都国际机场	18:15	
上海浦东国际机场	14:55	上海到北京
北京首都国际机场	17:35	
哈尔滨太平国际机场	14:55	哈尔滨到北京
北京首都国际机场	17:05	
深圳宝安国际机场	14:55	深圳到北京
北京首都国际机场	18:15	
深圳宝安国际机场	15:00	深圳到北京
北京首都国际机场	18:15	
成都双流国际机场	15:00	成都到北京
北京首都国际机场	17:45	
银川河东机场	15:00	银川到北京
北京首都国际机场	17:00	
南京禄口国际机场	15:00	南京到北京
北京首都国际机场	17:10	
银川河东机场	15:00	银川到北京
北京首都国际机场	17:00	
南京禄口国际机场	15:00	南京到北京
北京首都国际机场	17:10	
深圳宝安国际机场	15:00	深圳到北京
北京首都国际机场	18:15	
成都双流国际机场	15:00	成都到北京
北京首都国际机场	17:45	
重庆江北国际机场	15:05	重庆到北京
北京首都国际机场	17:35	
重庆江北国际机场	15:05	重庆到北京
北京首都国际机场	17:35	
重庆江北国际机场	15:05	重庆到北京
北京首都国际机场	17:35	
桂林两江国际机场	15:10	桂林到北京
北京首都国际机场	18:05	
贵阳龙洞堡国际机场	15:10	贵阳到北京
北京首都国际机场	18:15	
桂林两江国际机场	15:10	桂林到北京
北京首都国际机场	18:05	
贵阳龙洞堡国际机场	15:10	贵阳到北京
北京首都国际机场	18:15	
贵阳龙洞堡国际机场	15:10	贵阳到北京
北京首都国际机场	18:15	
沈阳桃仙国际机场	15:15	沈阳到北京
北京首都国际机场	17:05	
沈阳桃仙国际机场	15:15	沈阳到北京
北京首都国际机场	17:05	
攀枝花保安营机场	15:20	攀枝花到北京
北京首都国际机场	20:40	
重庆江北国际机场	15:20	重庆到北京
北京首都国际机场	20:40	
攀枝花保安营机场	15:20	攀枝花到北京
北京首都国际机场	20:40	
重庆江北国际机场	15:20	重庆到北京
北京首都国际机场	20:40	
攀枝花保安营机场	15:20	攀枝花到北京
北京首都国际机场	20:40	
重庆江北国际机场	15:20	重庆到北京
北京首都国际机场	20:40	
攀枝花保安营机场	15:20	攀枝花到北京
北京首都国际机场	20:40	
攀枝花保安营机场	15:20	攀枝花到北京
北京首都国际机场	20:40	
杭州萧山国际机场	15:20	杭州到北京
北京首都国际机场	17:40	
沈阳桃仙国际机场	15:20	沈阳到北京
北京首都国际机场	17:00	
沈阳桃仙国际机场	15:20	沈阳到北京
北京首都国际机场	17:10	
沈阳桃仙国际机场	15:20	沈阳到北京
北京首都国际机场	17:00	
沈阳桃仙国际机场	15:20	沈阳到北京
北京首都国际机场	17:10	
杭州萧山国际机场	15:20	杭州到北京
北京首都国际机场	17:40	
昆明长水国际机场	15:25	昆明到北京
北京首都国际机场	20:30	
昆明长水国际机场	15:25	昆明到北京
北京首都国际机场	20:30	
昆明长水国际机场	15:25	昆明到北京
北京首都国际机场	20:30	
万州五桥机场	15:25	万州到北京
北京首都国际机场	17:45	
阿克苏机场	15:30	阿克苏到北京
北京首都国际机场	21:40	
成都双流国际机场	15:30	成都到北京
北京首都国际机场	18:15	
西安咸阳国际机场	15:30	西安到北京
北京首都国际机场	17:25	
厦门高崎国际机场	15:30	厦门到北京
北京首都国际机场	18:25	
兰州中川机场	15:30	兰州到北京
北京首都国际机场	17:50	
太原武宿国际机场	15:30	太原到北京
北京首都国际机场	16:45	
西宁曹家堡机场	15:30	西宁到北京
北京首都国际机场	17:55	
西宁曹家堡机场	15:30	西宁到北京
北京首都国际机场	18:05	
成都双流国际机场	15:30	成都到北京
北京首都国际机场	18:15	
兰州中川机场	15:30	兰州到北京
北京首都国际机场	17:50	
西宁曹家堡机场	15:30	西宁到北京
北京首都国际机场	17:55	
西宁曹家堡机场	15:30	西宁到北京
北京首都国际机场	18:05	
太原武宿国际机场	15:30	太原到北京
北京首都国际机场	16:45	
厦门高崎国际机场	15:30	厦门到北京
北京首都国际机场	18:25	
西安咸阳国际机场	15:30	西安到北京
北京首都国际机场	17:25	
厦门高崎国际机场	15:30	厦门到北京
北京首都国际机场	18:25	
成都双流国际机场	15:30	成都到北京
北京首都国际机场	18:15	
南宁吴圩国际机场	15:40	南宁到北京
北京首都国际机场	19:25	
温州龙湾国际机场	15:40	温州到北京
北京首都国际机场	18:20	
温州龙湾国际机场	15:40	温州到北京
北京首都国际机场	18:20	
揭阳潮汕机场	15:45	揭阳到北京
北京首都国际机场	18:50	
揭阳潮汕机场	15:45	揭阳到北京
北京首都国际机场	19:00	
哈尔滨太平国际机场	15:45	哈尔滨到北京
北京首都国际机场	17:50	
哈尔滨太平国际机场	15:45	哈尔滨到北京
北京首都国际机场	17:55	
武汉天河国际机场	15:45	武汉到北京
北京首都国际机场	17:45	
揭阳潮汕机场	15:45	揭阳到北京
北京首都国际机场	18:50	
揭阳潮汕机场	15:45	揭阳到北京
北京首都国际机场	19:00	
哈尔滨太平国际机场	15:45	哈尔滨到北京
北京首都国际机场	17:50	
哈尔滨太平国际机场	15:45	哈尔滨到北京
北京首都国际机场	17:55	
昆明长水国际机场	15:50	昆明到北京
北京首都国际机场	19:15	
哈尔滨太平国际机场	15:50	哈尔滨到北京
北京首都国际机场	17:50	
昆明长水国际机场	15:50	昆明到北京
北京首都国际机场	19:15	
哈尔滨太平国际机场	15:50	哈尔滨到北京
北京首都国际机场	17:50	
昆明长水国际机场	15:50	昆明到北京
北京首都国际机场	19:15	
黔江武陵山机场	15:50	黔江到北京
北京首都国际机场	18:20	
珠海金湾机场	15:50	珠海到北京
北京首都国际机场	19:10	
哈尔滨太平国际机场	15:55	哈尔滨到北京
北京首都国际机场	18:00	
哈尔滨太平国际机场	15:55	哈尔滨到北京
北京首都国际机场	18:15	
哈尔滨太平国际机场	15:55	哈尔滨到北京
北京首都国际机场	18:00	
哈尔滨太平国际机场	15:55	哈尔滨到北京
北京首都国际机场	18:15	
海拉尔呼伦贝尔东山国际机场	16:00	海拉尔到北京
北京首都国际机场	18:20	
上海虹桥国际机场	16:00	上海到北京
北京首都国际机场	18:15	
西安咸阳国际机场	16:00	西安到北京
